"CARRIER","DEP_TIME","DEST","FL_DATE","ORIGIN","Weather","Flight.Status"
"CO",1948,"EWR","01/07/2004","DCA",0,"delayed"
"CO",1813,"EWR","01/07/2004","DCA",0,"delayed"
"CO",728,"EWR","01/07/2004","DCA",0,"ontime"
"DH",840,"EWR","01/07/2004","IAD",0,"ontime"
"DH",1725,"EWR","01/07/2004","IAD",0,"ontime"
"DH",1320,"EWR","01/07/2004","IAD",0,"delayed"
"DH",2117,"EWR","01/07/2004","IAD",0,"ontime"
"DH",624,"EWR","01/07/2004","IAD",0,"ontime"
"DH",1439,"EWR","01/07/2004","IAD",0,"ontime"
"RU",1352,"EWR","01/07/2004","DCA",0,"ontime"
"RU",731,"EWR","01/07/2004","IAD",0,"delayed"
"RU",1457,"EWR","01/07/2004","IAD",0,"delayed"
"RU",856,"EWR","01/07/2004","DCA",0,"ontime"
"RU",1254,"EWR","01/07/2004","IAD",0,"ontime"
"RU",1654,"EWR","01/07/2004","IAD",0,"ontime"
"RU",1955,"EWR","01/07/2004","IAD",0,"delayed"
"RU",641,"EWR","01/07/2004","DCA",0,"ontime"
"RU",2058,"EWR","01/07/2004","DCA",0,"ontime"
"RU",1521,"EWR","01/07/2004","DCA",0,"ontime"
"RU",1629,"EWR","01/07/2004","DCA",0,"ontime"
"OH",1455,"JFK","01/08/2004","BWI",0,"ontime"
"DH",1640,"JFK","01/08/2004","DCA",0,"delayed"
"DH",1245,"LGA","01/08/2004","IAD",0,"ontime"
"DH",1706,"LGA","01/08/2004","IAD",0,"delayed"
"DH",1710,"LGA","01/08/2004","IAD",0,"delayed"
"DH",2151,"LGA","01/08/2004","IAD",0,"delayed"
"DH",648,"LGA","01/08/2004","IAD",0,"ontime"
"DH",1036,"LGA","01/08/2004","IAD",0,"ontime"
"DH",852,"JFK","01/08/2004","IAD",0,"ontime"
"DH",1237,"JFK","01/08/2004","IAD",0,"ontime"
"DH",1449,"JFK","01/08/2004","IAD",0,"ontime"
"DH",1639,"JFK","01/08/2004","IAD",0,"ontime"
"DH",1714,"JFK","01/08/2004","IAD",0,"ontime"
"DH",2135,"JFK","01/08/2004","IAD",0,"ontime"
"DH",1609,"JFK","01/08/2004","IAD",0,"ontime"
"DL",1601,"JFK","01/08/2004","DCA",0,"delayed"
"DL",628,"LGA","01/08/2004","DCA",0,"ontime"
"DL",728,"LGA","01/08/2004","DCA",0,"ontime"
"DL",828,"LGA","01/08/2004","DCA",0,"ontime"
"DL",931,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1030,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1129,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1231,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1328,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1430,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1533,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1630,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1731,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1833,"LGA","01/08/2004","DCA",0,"ontime"
"DL",1928,"LGA","01/08/2004","DCA",0,"ontime"
"DL",2027,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1524,"JFK","01/08/2004","DCA",0,"ontime"
"MQ",552,"JFK","01/08/2004","DCA",0,"ontime"
"MQ",1844,"JFK","01/08/2004","DCA",0,"ontime"
"MQ",722,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",759,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",856,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1050,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1256,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1353,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1457,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1557,"LGA","01/08/2004","DCA",0,"ontime"
"MQ",1852,"LGA","01/08/2004","DCA",0,"ontime"
"UA",848,"LGA","01/08/2004","IAD",0,"ontime"
"US",627,"LGA","01/08/2004","DCA",0,"ontime"
"US",658,"LGA","01/08/2004","DCA",0,"ontime"
"US",756,"LGA","01/08/2004","DCA",0,"ontime"
"US",856,"LGA","01/08/2004","DCA",0,"ontime"
"US",958,"LGA","01/08/2004","DCA",0,"ontime"
"US",1057,"LGA","01/08/2004","DCA",0,"ontime"
"US",1157,"LGA","01/08/2004","DCA",0,"ontime"
"US",1259,"LGA","01/08/2004","DCA",0,"ontime"
"US",1408,"LGA","01/08/2004","DCA",0,"ontime"
"US",1457,"LGA","01/08/2004","DCA",0,"ontime"
"US",1557,"LGA","01/08/2004","DCA",0,"ontime"
"US",1733,"LGA","01/08/2004","DCA",0,"delayed"
"US",1758,"LGA","01/08/2004","DCA",0,"ontime"
"US",1916,"LGA","01/08/2004","DCA",0,"delayed"
"US",2031,"LGA","01/08/2004","DCA",0,"delayed"
"US",2059,"LGA","01/08/2004","DCA",0,"ontime"
"RU",1739,"EWR","01/08/2004","BWI",0,"ontime"
"RU",1456,"EWR","01/08/2004","BWI",0,"ontime"
"RU",1026,"EWR","01/08/2004","BWI",0,"ontime"
"RU",655,"EWR","01/08/2004","BWI",0,"ontime"
"CO",1728,"EWR","01/08/2004","DCA",0,"ontime"
"CO",734,"EWR","01/08/2004","DCA",0,"ontime"
"CO",1255,"EWR","01/08/2004","DCA",0,"ontime"
"CO",1854,"EWR","01/08/2004","DCA",0,"ontime"
"DH",838,"EWR","01/08/2004","IAD",0,"ontime"
"DH",1706,"EWR","01/08/2004","IAD",0,"ontime"
"DH",1241,"EWR","01/08/2004","IAD",0,"ontime"
"DH",2120,"EWR","01/08/2004","IAD",0,"ontime"
"DH",622,"EWR","01/08/2004","IAD",0,"ontime"
"DH",1421,"EWR","01/08/2004","IAD",0,"ontime"
"RU",1452,"EWR","01/08/2004","IAD",0,"ontime"
"RU",1857,"EWR","01/08/2004","IAD",0,"ontime"
"RU",1255,"EWR","01/08/2004","IAD",0,"ontime"
"RU",1625,"EWR","01/08/2004","DCA",0,"ontime"
"RU",654,"EWR","01/08/2004","DCA",0,"delayed"
"RU",1354,"EWR","01/08/2004","DCA",0,"ontime"
"RU",707,"EWR","01/08/2004","IAD",0,"ontime"
"RU",1700,"EWR","01/08/2004","IAD",0,"ontime"
"RU",857,"EWR","01/08/2004","DCA",0,"ontime"
"RU",2051,"EWR","01/08/2004","DCA",0,"ontime"
"RU",1527,"EWR","01/08/2004","DCA",0,"ontime"
"OH",1455,"JFK","01/09/2004","BWI",0,"ontime"
"DH",1634,"JFK","01/09/2004","DCA",0,"ontime"
"DH",1257,"LGA","01/09/2004","IAD",0,"ontime"
"DH",1608,"LGA","01/09/2004","IAD",0,"delayed"
"DH",2106,"LGA","01/09/2004","IAD",0,"delayed"
"DH",2134,"LGA","01/09/2004","IAD",0,"ontime"
"DH",714,"LGA","01/09/2004","IAD",0,"delayed"
"DH",1106,"LGA","01/09/2004","IAD",0,"ontime"
"DH",836,"JFK","01/09/2004","IAD",0,"delayed"
"DH",1235,"JFK","01/09/2004","IAD",0,"ontime"
"DH",1454,"JFK","01/09/2004","IAD",0,"ontime"
"DH",1643,"JFK","01/09/2004","IAD",0,"ontime"
"DH",1710,"JFK","01/09/2004","IAD",0,"ontime"
"DH",2115,"JFK","01/09/2004","IAD",0,"ontime"
"DH",1617,"JFK","01/09/2004","IAD",0,"ontime"
"DL",1506,"JFK","01/09/2004","DCA",0,"ontime"
"DL",629,"LGA","01/09/2004","DCA",0,"ontime"
"DL",730,"LGA","01/09/2004","DCA",0,"delayed"
"DL",832,"LGA","01/09/2004","DCA",0,"ontime"
"DL",930,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1032,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1131,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1228,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1329,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1432,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1530,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1633,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1735,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1829,"LGA","01/09/2004","DCA",0,"ontime"
"DL",1931,"LGA","01/09/2004","DCA",0,"ontime"
"DL",2030,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1535,"JFK","01/09/2004","DCA",0,"ontime"
"MQ",558,"JFK","01/09/2004","DCA",0,"ontime"
"MQ",1851,"JFK","01/09/2004","DCA",0,"delayed"
"MQ",843,"LGA","01/09/2004","DCA",0,"delayed"
"MQ",851,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1141,"LGA","01/09/2004","DCA",0,"delayed"
"MQ",1252,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1359,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1503,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1618,"LGA","01/09/2004","DCA",0,"delayed"
"MQ",1658,"LGA","01/09/2004","DCA",0,"ontime"
"MQ",1916,"LGA","01/09/2004","DCA",0,"delayed"
"UA",904,"LGA","01/09/2004","IAD",0,"delayed"
"US",629,"LGA","01/09/2004","DCA",0,"ontime"
"US",657,"LGA","01/09/2004","DCA",0,"ontime"
"US",756,"LGA","01/09/2004","DCA",0,"ontime"
"US",958,"LGA","01/09/2004","DCA",0,"ontime"
"US",1057,"LGA","01/09/2004","DCA",0,"ontime"
"US",1155,"LGA","01/09/2004","DCA",0,"ontime"
"US",1259,"LGA","01/09/2004","DCA",0,"ontime"
"US",1357,"LGA","01/09/2004","DCA",0,"ontime"
"US",1458,"LGA","01/09/2004","DCA",0,"ontime"
"US",1555,"LGA","01/09/2004","DCA",0,"ontime"
"US",1657,"LGA","01/09/2004","DCA",0,"ontime"
"US",1757,"LGA","01/09/2004","DCA",0,"ontime"
"US",1902,"LGA","01/09/2004","DCA",0,"ontime"
"US",1956,"LGA","01/09/2004","DCA",0,"ontime"
"US",2052,"LGA","01/09/2004","DCA",0,"ontime"
"RU",1720,"EWR","01/09/2004","BWI",0,"ontime"
"RU",1450,"EWR","01/09/2004","BWI",0,"ontime"
"RU",1108,"EWR","01/09/2004","BWI",0,"delayed"
"RU",700,"EWR","01/09/2004","BWI",0,"ontime"
"CO",1727,"EWR","01/09/2004","DCA",0,"ontime"
"CO",1858,"EWR","01/09/2004","DCA",0,"ontime"
"CO",1258,"EWR","01/09/2004","DCA",0,"ontime"
"CO",732,"EWR","01/09/2004","DCA",0,"ontime"
"DH",840,"EWR","01/09/2004","IAD",0,"ontime"
"DH",1707,"EWR","01/09/2004","IAD",0,"ontime"
"DH",1242,"EWR","01/09/2004","IAD",0,"ontime"
"DH",2121,"EWR","01/09/2004","IAD",0,"ontime"
"DH",629,"EWR","01/09/2004","IAD",0,"ontime"
"DH",1423,"EWR","01/09/2004","IAD",0,"ontime"
"RU",1627,"EWR","01/09/2004","DCA",0,"ontime"
"RU",1526,"EWR","01/09/2004","DCA",0,"ontime"
"RU",1357,"EWR","01/09/2004","DCA",0,"ontime"
"RU",700,"EWR","01/09/2004","IAD",0,"delayed"
"RU",1256,"EWR","01/09/2004","IAD",0,"ontime"
"RU",1855,"EWR","01/09/2004","IAD",0,"ontime"
"RU",1457,"EWR","01/09/2004","IAD",0,"ontime"
"RU",850,"EWR","01/09/2004","DCA",0,"ontime"
"RU",2058,"EWR","01/09/2004","DCA",0,"ontime"
"RU",1655,"EWR","01/09/2004","IAD",0,"ontime"
"RU",645,"EWR","01/09/2004","DCA",0,"ontime"
"OH",1455,"JFK","01/10/2004","BWI",0,"ontime"
"DH",1638,"JFK","01/10/2004","DCA",0,"delayed"
"DH",1243,"LGA","01/10/2004","IAD",0,"ontime"
"DH",1710,"LGA","01/10/2004","IAD",0,"ontime"
"DH",2130,"LGA","01/10/2004","IAD",0,"ontime"
"DH",918,"JFK","01/10/2004","IAD",0,"delayed"
"DH",1303,"JFK","01/10/2004","IAD",0,"delayed"
"DH",1642,"JFK","01/10/2004","IAD",0,"ontime"
"DH",1708,"JFK","01/10/2004","IAD",0,"ontime"
"DH",2126,"JFK","01/10/2004","IAD",0,"ontime"
"DH",1800,"JFK","01/10/2004","IAD",0,"ontime"
"DL",1505,"JFK","01/10/2004","DCA",0,"delayed"
"DL",729,"LGA","01/10/2004","DCA",0,"ontime"
"DL",832,"LGA","01/10/2004","DCA",0,"ontime"
"DL",1028,"LGA","01/10/2004","DCA",0,"ontime"
"DL",1230,"LGA","01/10/2004","DCA",0,"ontime"
"DL",1429,"LGA","01/10/2004","DCA",0,"ontime"
"DL",1624,"LGA","01/10/2004","DCA",0,"ontime"
"DL",1828,"LGA","01/10/2004","DCA",0,"ontime"
"DL",2031,"LGA","01/10/2004","DCA",0,"ontime"
"MQ",1529,"JFK","01/10/2004","DCA",0,"ontime"
"MQ",557,"JFK","01/10/2004","DCA",0,"delayed"
"MQ",1826,"JFK","01/10/2004","DCA",0,"ontime"
"MQ",855,"LGA","01/10/2004","DCA",0,"ontime"
"MQ",1309,"LGA","01/10/2004","DCA",0,"ontime"
"UA",850,"LGA","01/10/2004","IAD",0,"ontime"
"US",655,"LGA","01/10/2004","DCA",0,"ontime"
"US",857,"LGA","01/10/2004","DCA",0,"ontime"
"US",1056,"LGA","01/10/2004","DCA",0,"ontime"
"US",1256,"LGA","01/10/2004","DCA",0,"ontime"
"US",1458,"LGA","01/10/2004","DCA",0,"ontime"
"US",1656,"LGA","01/10/2004","DCA",0,"ontime"
"US",1854,"LGA","01/10/2004","DCA",0,"ontime"
"RU",1723,"EWR","01/10/2004","BWI",0,"ontime"
"RU",1450,"EWR","01/10/2004","BWI",0,"ontime"
"RU",657,"EWR","01/10/2004","BWI",0,"ontime"
"RU",1030,"EWR","01/10/2004","BWI",0,"ontime"
"CO",1254,"EWR","01/10/2004","DCA",0,"ontime"
"DH",906,"EWR","01/10/2004","IAD",0,"ontime"
"DH",1703,"EWR","01/10/2004","IAD",0,"ontime"
"DH",1255,"EWR","01/10/2004","IAD",0,"ontime"
"DH",2114,"EWR","01/10/2004","IAD",0,"ontime"
"RU",1655,"EWR","01/10/2004","IAD",0,"ontime"
"RU",658,"EWR","01/10/2004","IAD",0,"ontime"
"RU",1555,"EWR","01/10/2004","DCA",0,"ontime"
"RU",1456,"EWR","01/10/2004","IAD",0,"ontime"
"RU",645,"EWR","01/10/2004","DCA",0,"ontime"
"RU",1719,"EWR","01/10/2004","DCA",0,"ontime"
"RU",1355,"EWR","01/10/2004","DCA",0,"ontime"
"RU",925,"EWR","01/10/2004","DCA",0,"ontime"
"OH",1455,"JFK","01/11/2004","BWI",0,"ontime"
"DH",1634,"JFK","01/11/2004","DCA",0,"ontime"
"DH",1304,"LGA","01/11/2004","IAD",0,"ontime"
"DH",1500,"LGA","01/11/2004","IAD",0,"ontime"
"DH",1712,"LGA","01/11/2004","IAD",0,"ontime"
"DH",2115,"LGA","01/11/2004","IAD",0,"ontime"
"DH",840,"JFK","01/11/2004","IAD",0,"ontime"
"DH",1238,"JFK","01/11/2004","IAD",0,"ontime"
"DH",1533,"JFK","01/11/2004","IAD",0,"delayed"
"DH",1637,"JFK","01/11/2004","IAD",0,"ontime"
"DH",1714,"JFK","01/11/2004","IAD",0,"ontime"
"DH",2155,"JFK","01/11/2004","IAD",0,"delayed"
"DH",1627,"JFK","01/11/2004","IAD",0,"ontime"
"DL",1456,"JFK","01/11/2004","DCA",0,"delayed"
"DL",829,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1028,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1130,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1231,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1327,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1430,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1529,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1628,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1732,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1842,"LGA","01/11/2004","DCA",0,"ontime"
"DL",1928,"LGA","01/11/2004","DCA",0,"ontime"
"DL",2032,"LGA","01/11/2004","DCA",0,"ontime"
"MQ",1525,"JFK","01/11/2004","DCA",0,"ontime"
"MQ",552,"JFK","01/11/2004","DCA",0,"ontime"
"MQ",915,"JFK","01/11/2004","DCA",0,"ontime"
"MQ",2015,"JFK","01/11/2004","DCA",0,"delayed"
"MQ",1255,"LGA","01/11/2004","DCA",0,"delayed"
"MQ",1456,"LGA","01/11/2004","DCA",0,"ontime"
"MQ",1652,"LGA","01/11/2004","DCA",0,"ontime"
"MQ",1900,"LGA","01/11/2004","DCA",0,"ontime"
"UA",848,"LGA","01/11/2004","IAD",0,"ontime"
"US",858,"LGA","01/11/2004","DCA",0,"ontime"
"US",957,"LGA","01/11/2004","DCA",0,"ontime"
"US",1057,"LGA","01/11/2004","DCA",0,"ontime"
"US",1202,"LGA","01/11/2004","DCA",0,"ontime"
"US",1258,"LGA","01/11/2004","DCA",0,"ontime"
"US",1350,"LGA","01/11/2004","DCA",0,"ontime"
"US",1452,"LGA","01/11/2004","DCA",0,"ontime"
"US",1556,"LGA","01/11/2004","DCA",0,"ontime"
"US",1657,"LGA","01/11/2004","DCA",0,"ontime"
"US",1753,"LGA","01/11/2004","DCA",0,"ontime"
"US",1856,"LGA","01/11/2004","DCA",0,"ontime"
"US",2002,"LGA","01/11/2004","DCA",0,"ontime"
"US",2054,"LGA","01/11/2004","DCA",0,"ontime"
"RU",1736,"EWR","01/11/2004","BWI",0,"ontime"
"RU",1029,"EWR","01/11/2004","BWI",0,"ontime"
"RU",1310,"EWR","01/11/2004","BWI",0,"ontime"
"RU",1450,"EWR","01/11/2004","BWI",0,"ontime"
"CO",1851,"EWR","01/11/2004","DCA",0,"ontime"
"CO",1255,"EWR","01/11/2004","DCA",0,"ontime"
"CO",1623,"EWR","01/11/2004","DCA",0,"ontime"
"DH",835,"EWR","01/11/2004","IAD",0,"ontime"
"DH",1700,"EWR","01/11/2004","IAD",0,"ontime"
"DH",1241,"EWR","01/11/2004","IAD",0,"ontime"
"DH",2113,"EWR","01/11/2004","IAD",0,"ontime"
"DH",1531,"EWR","01/11/2004","IAD",0,"delayed"
"RU",2130,"EWR","01/11/2004","DCA",0,"ontime"
"RU",844,"EWR","01/11/2004","IAD",0,"ontime"
"RU",1656,"EWR","01/11/2004","IAD",0,"ontime"
"RU",1723,"EWR","01/11/2004","DCA",0,"ontime"
"RU",1356,"EWR","01/11/2004","DCA",0,"ontime"
"RU",926,"EWR","01/11/2004","DCA",0,"ontime"
"RU",1501,"EWR","01/11/2004","IAD",0,"ontime"
"RU",1856,"EWR","01/11/2004","IAD",0,"ontime"
"OH",1450,"JFK","01/12/2004","BWI",0,"ontime"
"DH",1640,"JFK","01/12/2004","DCA",0,"ontime"
"DH",1244,"LGA","01/12/2004","IAD",0,"ontime"
"DH",1442,"LGA","01/12/2004","IAD",0,"ontime"
"DH",1709,"LGA","01/12/2004","IAD",0,"ontime"
"DH",2112,"LGA","01/12/2004","IAD",0,"ontime"
"DH",641,"LGA","01/12/2004","IAD",0,"delayed"
"DH",1037,"LGA","01/12/2004","IAD",0,"ontime"
"DH",833,"JFK","01/12/2004","IAD",0,"ontime"
"DH",1240,"JFK","01/12/2004","IAD",0,"ontime"
"DH",1535,"JFK","01/12/2004","IAD",0,"delayed"
"DH",1638,"JFK","01/12/2004","IAD",0,"ontime"
"DH",1710,"JFK","01/12/2004","IAD",0,"ontime"
"DH",2112,"JFK","01/12/2004","IAD",0,"ontime"
"DL",1451,"JFK","01/12/2004","DCA",0,"ontime"
"DL",630,"LGA","01/12/2004","DCA",0,"ontime"
"DL",733,"LGA","01/12/2004","DCA",0,"ontime"
"DL",830,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1004,"LGA","01/12/2004","DCA",0,"delayed"
"DL",1028,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1131,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1230,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1328,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1432,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1529,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1630,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1728,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1830,"LGA","01/12/2004","DCA",0,"ontime"
"DL",1929,"LGA","01/12/2004","DCA",0,"ontime"
"DL",2029,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1527,"JFK","01/12/2004","DCA",0,"ontime"
"MQ",553,"JFK","01/12/2004","DCA",0,"ontime"
"MQ",1820,"JFK","01/12/2004","DCA",0,"ontime"
"MQ",654,"LGA","01/12/2004","DCA",0,"delayed"
"MQ",756,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",855,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1053,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1258,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1450,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1552,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1647,"LGA","01/12/2004","DCA",0,"ontime"
"MQ",1903,"LGA","01/12/2004","DCA",0,"ontime"
"UA",848,"LGA","01/12/2004","IAD",0,"ontime"
"US",628,"LGA","01/12/2004","DCA",0,"ontime"
"US",657,"LGA","01/12/2004","DCA",0,"delayed"
"US",758,"LGA","01/12/2004","DCA",0,"ontime"
"US",857,"LGA","01/12/2004","DCA",0,"ontime"
"US",955,"LGA","01/12/2004","DCA",0,"ontime"
"US",1058,"LGA","01/12/2004","DCA",0,"delayed"
"US",1156,"LGA","01/12/2004","DCA",0,"ontime"
"US",1256,"LGA","01/12/2004","DCA",0,"ontime"
"US",1358,"LGA","01/12/2004","DCA",0,"ontime"
"US",1458,"LGA","01/12/2004","DCA",0,"ontime"
"US",1559,"LGA","01/12/2004","DCA",0,"ontime"
"US",1656,"LGA","01/12/2004","DCA",0,"delayed"
"US",1756,"LGA","01/12/2004","DCA",0,"ontime"
"US",1858,"LGA","01/12/2004","DCA",0,"ontime"
"US",1958,"LGA","01/12/2004","DCA",0,"ontime"
"US",2056,"LGA","01/12/2004","DCA",0,"ontime"
"RU",656,"EWR","01/12/2004","BWI",0,"ontime"
"RU",1509,"EWR","01/12/2004","BWI",0,"delayed"
"RU",1720,"EWR","01/12/2004","BWI",0,"ontime"
"RU",1040,"EWR","01/12/2004","BWI",0,"ontime"
"CO",729,"EWR","01/12/2004","DCA",0,"ontime"
"CO",1257,"EWR","01/12/2004","DCA",0,"ontime"
"CO",1732,"EWR","01/12/2004","DCA",0,"delayed"
"CO",1852,"EWR","01/12/2004","DCA",0,"ontime"
"DH",831,"EWR","01/12/2004","IAD",0,"ontime"
"DH",1710,"EWR","01/12/2004","IAD",0,"ontime"
"DH",1359,"EWR","01/12/2004","IAD",0,"delayed"
"DH",2112,"EWR","01/12/2004","IAD",0,"ontime"
"DH",622,"EWR","01/12/2004","IAD",0,"ontime"
"DH",1421,"EWR","01/12/2004","IAD",0,"ontime"
"RU",1348,"EWR","01/12/2004","DCA",0,"ontime"
"RU",858,"EWR","01/12/2004","DCA",0,"ontime"
"RU",1519,"EWR","01/12/2004","DCA",0,"ontime"
"RU",1649,"EWR","01/12/2004","IAD",0,"ontime"
"RU",1857,"EWR","01/12/2004","IAD",0,"ontime"
"RU",2056,"EWR","01/12/2004","DCA",0,"ontime"
"RU",1253,"EWR","01/12/2004","IAD",0,"ontime"
"RU",651,"EWR","01/12/2004","DCA",0,"ontime"
"RU",1622,"EWR","01/12/2004","DCA",0,"ontime"
"RU",657,"EWR","01/12/2004","IAD",0,"ontime"
"RU",1456,"EWR","01/12/2004","IAD",0,"ontime"
"OH",1453,"JFK","01/13/2004","BWI",0,"ontime"
"DH",1639,"JFK","01/13/2004","DCA",0,"ontime"
"DH",1238,"LGA","01/13/2004","IAD",0,"ontime"
"DH",1922,"LGA","01/13/2004","IAD",0,"delayed"
"DH",2124,"LGA","01/13/2004","IAD",0,"ontime"
"DH",655,"LGA","01/13/2004","IAD",0,"delayed"
"DH",1038,"LGA","01/13/2004","IAD",0,"ontime"
"DH",833,"JFK","01/13/2004","IAD",0,"ontime"
"DH",1236,"JFK","01/13/2004","IAD",0,"ontime"
"DH",1450,"JFK","01/13/2004","IAD",0,"ontime"
"DH",1640,"JFK","01/13/2004","IAD",0,"ontime"
"DH",1713,"JFK","01/13/2004","IAD",0,"ontime"
"DH",2125,"JFK","01/13/2004","IAD",0,"ontime"
"DH",1642,"JFK","01/13/2004","IAD",0,"delayed"
"DL",1453,"JFK","01/13/2004","DCA",0,"ontime"
"DL",629,"LGA","01/13/2004","DCA",0,"ontime"
"DL",729,"LGA","01/13/2004","DCA",0,"ontime"
"DL",831,"LGA","01/13/2004","DCA",0,"ontime"
"DL",929,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1029,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1128,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1228,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1329,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1429,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1529,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1634,"LGA","01/13/2004","DCA",0,"delayed"
"DL",1733,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1830,"LGA","01/13/2004","DCA",0,"ontime"
"DL",1930,"LGA","01/13/2004","DCA",0,"ontime"
"DL",2028,"LGA","01/13/2004","DCA",0,"delayed"
"MQ",1516,"JFK","01/13/2004","DCA",0,"ontime"
"MQ",553,"JFK","01/13/2004","DCA",0,"ontime"
"MQ",1851,"JFK","01/13/2004","DCA",0,"delayed"
"MQ",650,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",755,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",851,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",1050,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",1248,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",1401,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",1453,"LGA","01/13/2004","DCA",0,"ontime"
"MQ",1700,"LGA","01/13/2004","DCA",0,"delayed"
"MQ",1811,"LGA","01/13/2004","DCA",0,"delayed"
"MQ",2007,"LGA","01/13/2004","DCA",0,"delayed"
"UA",845,"LGA","01/13/2004","IAD",0,"ontime"
"US",629,"LGA","01/13/2004","DCA",0,"ontime"
"US",658,"LGA","01/13/2004","DCA",0,"ontime"
"US",756,"LGA","01/13/2004","DCA",0,"ontime"
"US",857,"LGA","01/13/2004","DCA",0,"ontime"
"US",958,"LGA","01/13/2004","DCA",0,"ontime"
"US",1057,"LGA","01/13/2004","DCA",0,"ontime"
"US",1156,"LGA","01/13/2004","DCA",0,"ontime"
"US",1255,"LGA","01/13/2004","DCA",0,"ontime"
"US",1359,"LGA","01/13/2004","DCA",0,"ontime"
"US",1459,"LGA","01/13/2004","DCA",0,"ontime"
"US",1558,"LGA","01/13/2004","DCA",0,"delayed"
"US",1706,"LGA","01/13/2004","DCA",0,"ontime"
"US",1759,"LGA","01/13/2004","DCA",0,"ontime"
"US",1857,"LGA","01/13/2004","DCA",0,"ontime"
"US",1956,"LGA","01/13/2004","DCA",0,"ontime"
"US",2056,"LGA","01/13/2004","DCA",0,"ontime"
"RU",1025,"EWR","01/13/2004","BWI",0,"ontime"
"RU",1831,"EWR","01/13/2004","BWI",0,"delayed"
"RU",653,"EWR","01/13/2004","BWI",0,"ontime"
