age,marital,balance,loan,contact,y
46,married,2904,no,cellular,no
50,divorced,1790,yes,cellular,no
33,married,86,no,unknown,no
37,married,1633,no,unknown,no
31,married,8312,no,cellular,no
34,divorced,172,no,cellular,yes
34,married,0,no,cellular,yes
36,married,222,no,cellular,no
40,married,109,no,unknown,no
40,married,1451,no,cellular,yes
41,married,1066,no,cellular,yes
52,married,3163,no,cellular,no
40,single,888,no,unknown,no
48,single,428,no,cellular,no
33,divorced,106,no,cellular,no
44,divorced,0,no,cellular,no
55,married,979,yes,cellular,no
51,married,2662,no,telephone,no
34,single,84,no,cellular,no
58,divorced,5920,no,cellular,no
39,single,816,no,cellular,no
27,single,3276,no,cellular,no
55,divorced,2,no,unknown,no
35,single,-51,no,unknown,no
37,single,3315,no,cellular,no
52,married,196,yes,cellular,no
41,married,552,no,cellular,no
52,married,2347,yes,cellular,no
34,single,3723,no,unknown,no
53,divorced,255,no,cellular,no
33,single,3143,no,cellular,yes
47,married,0,no,unknown,no
35,married,6411,yes,cellular,no
33,single,1909,no,cellular,no
55,married,3873,no,telephone,no
58,married,1013,no,cellular,yes
44,married,262,no,cellular,no
25,single,3217,no,unknown,no
37,single,5436,no,cellular,no
41,married,2067,no,cellular,no
34,single,215,no,cellular,yes
36,divorced,1594,no,unknown,no
44,married,134,no,cellular,no
34,divorced,262,no,cellular,no
56,divorced,3021,no,unknown,no
43,divorced,388,no,unknown,yes
28,single,3412,no,cellular,no
54,married,1291,no,unknown,no
37,divorced,79,no,cellular,no
59,married,2013,no,cellular,yes
58,divorced,543,yes,telephone,no
56,divorced,1016,no,unknown,no
32,single,604,yes,cellular,no
42,single,525,no,cellular,no
52,divorced,353,no,cellular,no
46,married,964,no,cellular,no
37,married,3913,no,cellular,yes
39,married,879,no,unknown,no
31,married,314,no,cellular,no
59,married,0,no,cellular,no
38,married,1370,no,cellular,no
58,married,37,no,cellular,no
34,single,673,yes,cellular,no
40,married,-342,no,unknown,no
20,single,291,no,telephone,no
34,married,209,yes,cellular,no
31,single,438,no,cellular,no
39,single,1242,no,unknown,no
34,married,355,no,unknown,no
24,married,204,yes,cellular,no
41,married,10758,no,cellular,no
40,married,5,no,cellular,no
45,single,410,no,unknown,yes
36,married,605,no,unknown,no
53,married,4,no,unknown,no
23,single,8494,no,cellular,no
42,married,198,no,unknown,no
48,married,841,no,unknown,no
34,married,8,no,cellular,no
36,married,470,no,cellular,no
43,married,520,no,unknown,no
36,married,439,no,unknown,no
49,married,-454,no,cellular,yes
55,married,466,no,unknown,no
53,married,665,no,cellular,yes
42,married,994,no,cellular,yes
45,married,5346,yes,unknown,yes
31,married,1243,no,unknown,no
32,married,0,no,unknown,no
36,married,2357,no,unknown,no
56,married,1044,no,telephone,yes
46,married,1069,no,unknown,no
41,single,231,no,cellular,no
31,married,0,yes,unknown,no
32,married,266,no,cellular,no
38,married,-70,no,cellular,no
49,single,25824,no,unknown,no
46,single,538,no,unknown,no
29,single,534,no,cellular,no
36,married,2323,no,cellular,no
38,married,1852,no,cellular,no
53,married,2647,no,unknown,no
43,married,2767,no,unknown,no
41,married,176,yes,unknown,no
42,single,9720,no,cellular,no
55,divorced,1613,no,cellular,yes
39,divorced,2903,yes,telephone,no
30,single,81,no,cellular,no
41,married,780,no,cellular,no
44,married,178,no,cellular,no
58,married,299,no,cellular,no
35,married,285,no,cellular,no
27,married,872,no,cellular,no
34,married,1337,no,cellular,yes
25,married,72,no,cellular,no
36,married,0,no,unknown,no
38,married,-388,no,unknown,no
30,married,11,no,cellular,no
47,divorced,-535,no,cellular,no
41,divorced,787,no,cellular,no
36,single,3343,no,cellular,no
63,married,3904,no,telephone,yes
23,single,736,no,cellular,no
32,married,1390,no,cellular,no
57,married,808,no,telephone,no
48,married,1147,no,cellular,yes
49,married,1122,no,cellular,no
50,married,-568,yes,unknown,no
33,married,1165,no,unknown,no
53,divorced,-905,no,unknown,no
30,married,0,no,cellular,no
38,married,740,no,cellular,no
44,married,8262,no,cellular,no
39,single,14,yes,unknown,no
45,single,7108,yes,cellular,no
36,married,1049,no,cellular,yes
38,married,0,no,cellular,no
36,married,419,no,unknown,no
30,single,726,no,cellular,no
28,divorced,594,yes,unknown,no
26,married,454,yes,unknown,no
54,married,2206,no,cellular,yes
38,married,1988,no,cellular,yes
32,single,0,no,cellular,no
50,divorced,202,yes,cellular,no
43,married,667,no,unknown,no
48,married,112,no,cellular,no
57,married,50,no,cellular,no
64,married,768,no,cellular,no
26,divorced,74,no,unknown,no
33,married,661,no,cellular,yes
50,married,3025,yes,cellular,no
47,married,751,no,cellular,no
39,single,416,no,cellular,no
52,married,14,yes,cellular,no
31,single,-502,no,unknown,no
50,married,0,no,cellular,no
47,married,599,no,cellular,no
30,single,-218,no,cellular,no
32,single,1012,no,cellular,no
36,married,300,no,unknown,no
46,married,217,no,cellular,no
45,divorced,2096,no,cellular,no
37,single,0,no,cellular,no
58,married,5278,no,unknown,no
59,married,1831,no,cellular,no
28,married,1480,no,cellular,no
48,married,7289,no,cellular,no
55,married,1665,no,telephone,no
37,single,851,no,cellular,no
41,married,2885,no,cellular,no
35,married,137,yes,unknown,no
34,single,1239,no,cellular,no
43,single,146,no,cellular,no
59,married,1,no,cellular,yes
50,divorced,-10,yes,cellular,no
37,married,480,no,cellular,yes
35,married,2789,no,cellular,no
50,single,3897,no,cellular,no
36,divorced,487,yes,cellular,no
41,married,5110,no,cellular,no
28,married,318,no,unknown,no
42,single,-411,no,cellular,no
60,married,4820,no,unknown,no
28,single,4937,no,telephone,no
48,married,725,yes,cellular,no
51,married,5403,no,unknown,no
32,married,4089,no,cellular,no
35,married,188,no,cellular,no
37,married,189,no,cellular,yes
38,divorced,2998,no,unknown,no
77,married,610,no,cellular,no
32,single,787,no,cellular,no
43,divorced,167,no,cellular,no
36,single,243,no,cellular,no
29,married,877,no,cellular,no
32,single,2817,no,cellular,no
41,divorced,4567,yes,cellular,no
26,single,127,yes,cellular,no
34,married,176,no,cellular,no
57,married,0,yes,unknown,yes
36,single,1482,no,cellular,no
42,married,3052,no,unknown,no
35,divorced,56,no,cellular,no
52,divorced,278,no,unknown,no
36,single,3875,no,unknown,no
46,married,-337,no,unknown,no
60,divorced,366,no,cellular,yes
57,married,501,yes,cellular,no
48,married,998,no,cellular,no
59,married,0,no,telephone,no
39,married,246,no,cellular,no
44,married,-182,yes,cellular,no
27,single,446,no,cellular,no
59,married,1173,no,unknown,no
36,divorced,5957,no,cellular,no
44,married,205,no,cellular,yes
50,married,0,no,cellular,no
41,divorced,369,no,telephone,no
47,married,1934,yes,cellular,no
32,single,259,no,cellular,no
38,married,284,yes,unknown,no
55,married,23,no,cellular,no
38,single,1373,no,cellular,no
31,single,62,no,cellular,no
38,divorced,157,no,unknown,no
29,single,991,no,cellular,no
55,married,186,yes,unknown,no
35,married,977,no,cellular,no
40,single,2893,no,cellular,no
34,married,1897,yes,cellular,no
32,single,5514,no,cellular,yes
33,married,889,no,unknown,no
33,married,273,no,unknown,yes
37,married,1193,no,cellular,no
58,married,2729,no,unknown,no
36,single,0,no,cellular,no
42,married,230,no,unknown,no
34,single,2729,no,cellular,no
35,married,317,no,unknown,no
60,married,517,no,unknown,no
50,married,-470,no,cellular,no
28,single,4579,no,cellular,yes
27,divorced,1,no,cellular,no
37,married,5106,no,cellular,yes
31,married,636,no,cellular,yes
34,married,1076,no,cellular,yes
38,married,126,no,unknown,no
32,married,-33,no,unknown,no
37,married,430,no,cellular,no
33,married,-6,no,unknown,no
71,married,383,no,cellular,no
27,married,130,no,cellular,no
38,married,2569,no,unknown,no
34,single,201,no,cellular,no
54,divorced,0,no,unknown,yes
30,married,6,no,cellular,no
35,single,475,yes,cellular,no
33,single,706,no,cellular,no
36,married,1825,no,cellular,no
59,married,185,no,cellular,no
72,married,4415,no,telephone,no
64,married,679,no,telephone,no
53,divorced,320,no,cellular,no
35,single,2988,no,cellular,no
58,married,1407,no,unknown,no
40,married,1270,no,cellular,no
41,divorced,654,no,cellular,no
48,married,5173,no,unknown,no
44,married,3463,yes,cellular,no
39,married,0,no,cellular,no
61,married,6016,no,cellular,yes
36,married,177,no,unknown,no
28,married,3694,yes,cellular,no
58,single,1640,yes,cellular,no
60,divorced,174,no,cellular,no
66,single,10177,no,cellular,no
36,single,490,no,cellular,yes
49,married,2576,no,cellular,no
40,married,0,no,unknown,no
23,single,598,no,cellular,no
29,single,15459,no,cellular,no
44,married,271,yes,unknown,no
54,married,2508,no,unknown,no
47,married,320,no,telephone,no
33,married,640,no,cellular,no
30,married,1772,no,cellular,no
27,single,15,yes,cellular,no
49,divorced,2370,yes,unknown,no
27,single,201,no,unknown,no
51,married,160,no,cellular,no
32,divorced,5,yes,cellular,no
30,single,75,no,unknown,no
33,married,4902,no,cellular,no
27,single,-79,no,unknown,no
75,divorced,1341,no,cellular,yes
37,divorced,490,no,cellular,no
36,single,1521,no,unknown,no
37,married,131,no,unknown,no
35,married,8,no,unknown,no
32,married,-632,yes,cellular,no
32,single,116,yes,cellular,no
35,married,189,no,cellular,no
31,married,2,yes,cellular,no
28,single,4229,yes,cellular,no
27,married,54,no,cellular,no
22,single,549,no,cellular,no
35,married,298,no,cellular,no
69,married,579,no,cellular,no
37,single,1467,yes,cellular,no
45,single,0,no,cellular,no
47,married,109,no,cellular,no
52,married,-11,no,cellular,no
33,married,90,no,cellular,no
60,married,493,no,cellular,yes
33,divorced,1897,yes,unknown,no
44,married,2403,no,cellular,no
38,married,868,no,cellular,no
54,married,653,no,unknown,no
32,divorced,0,no,cellular,no
33,married,0,yes,cellular,no
55,divorced,218,no,unknown,no
51,married,5050,yes,unknown,no
48,married,741,no,cellular,no
37,single,1050,no,cellular,no
33,single,-56,yes,cellular,no
30,married,1,yes,telephone,no
43,married,-98,yes,cellular,no
49,married,4667,no,unknown,no
54,married,541,no,cellular,no
31,married,7744,no,cellular,no
54,married,895,no,cellular,yes
36,married,-129,no,cellular,no
30,married,0,no,cellular,no
27,single,158,no,unknown,yes
30,married,122,no,unknown,no
30,married,673,no,unknown,no
35,divorced,0,no,cellular,no
33,divorced,411,no,unknown,no
43,divorced,-97,yes,cellular,no
41,married,-217,no,cellular,no
41,divorced,5037,no,cellular,yes
46,divorced,2232,no,cellular,yes
54,married,-932,no,unknown,no
32,married,913,no,cellular,no
30,single,236,no,unknown,no
40,married,0,no,cellular,no
30,married,2581,no,unknown,no
27,married,639,yes,cellular,no
41,married,849,no,unknown,no
54,married,386,no,cellular,no
32,single,1218,no,telephone,no
31,married,2603,no,cellular,yes
42,married,-921,no,unknown,no
48,married,607,no,unknown,no
34,married,79,no,cellular,no
55,divorced,61,yes,cellular,no
49,married,1091,no,telephone,no
46,divorced,743,no,unknown,no
47,married,209,no,unknown,no
24,single,172,no,cellular,no
58,married,2,no,unknown,no
32,single,41,no,cellular,yes
25,single,1116,no,cellular,no
49,married,-55,no,unknown,no
59,divorced,5845,no,cellular,yes
30,single,329,no,unknown,no
46,married,494,no,unknown,no
42,married,1519,no,cellular,yes
37,married,2685,no,unknown,no
44,married,-14,yes,unknown,no
49,married,5673,yes,cellular,no
41,married,1459,no,unknown,no
48,married,0,no,telephone,no
31,married,625,no,cellular,no
37,married,0,no,unknown,no
51,married,867,no,cellular,no
80,married,8304,no,telephone,yes
32,single,151,no,unknown,no
48,married,-583,no,unknown,no
49,married,1784,no,unknown,no
30,married,3134,no,cellular,no
27,single,49,no,cellular,no
34,married,-346,no,cellular,no
49,married,1623,no,cellular,yes
48,married,60,no,telephone,no
40,married,17,no,cellular,no
38,married,2008,no,cellular,no
46,married,91,no,cellular,no
41,married,171,no,cellular,no
28,single,1027,no,cellular,no
51,married,5801,no,unknown,no
33,divorced,142,no,telephone,no
26,single,205,no,unknown,no
34,single,852,no,cellular,no
27,married,-584,no,cellular,no
42,married,97,no,cellular,no
45,married,204,no,cellular,yes
31,single,628,no,unknown,no
32,single,311,no,unknown,yes
39,married,1564,no,unknown,no
26,single,856,yes,cellular,no
40,single,1509,no,cellular,no
52,married,-888,no,cellular,no
40,single,226,no,cellular,no
48,married,127,yes,cellular,no
31,married,413,no,unknown,no
27,married,710,yes,cellular,yes
47,married,1233,no,unknown,yes
28,single,171,no,cellular,yes
40,divorced,69,no,cellular,no
34,married,1499,no,cellular,no
29,married,751,no,unknown,no
36,married,61,yes,cellular,no
83,married,425,no,telephone,yes
55,divorced,2923,no,unknown,no
43,divorced,99,no,cellular,no
23,single,1021,no,telephone,no
44,married,1146,no,cellular,no
58,married,781,no,cellular,no
29,single,1448,no,cellular,no
30,single,604,yes,cellular,no
29,single,-194,no,cellular,no
41,married,0,no,cellular,no
35,married,0,no,cellular,no
31,single,1014,no,cellular,no
27,single,73,no,cellular,no
47,married,2597,no,unknown,no
53,married,2627,yes,unknown,no
34,married,1906,no,cellular,no
34,married,-319,yes,cellular,no
36,married,-296,no,cellular,no
40,married,169,no,cellular,no
37,single,556,no,unknown,no
65,divorced,300,no,cellular,no
53,divorced,751,no,unknown,no
28,single,126,no,cellular,no
33,divorced,-386,no,unknown,no
56,married,379,no,cellular,no
45,married,706,no,cellular,no
39,married,9121,no,unknown,no
28,single,1466,no,cellular,no
36,married,0,no,cellular,no
41,married,951,no,cellular,no
46,married,368,no,cellular,yes
41,married,121,no,cellular,no
59,married,204,no,cellular,no
24,married,299,no,cellular,no
34,married,4170,no,unknown,no
40,married,-335,no,unknown,no
42,married,3165,no,unknown,no
50,married,254,no,cellular,no
25,single,553,no,cellular,no
51,divorced,518,no,telephone,no
50,married,85,yes,cellular,no
37,married,603,no,unknown,no
21,single,361,no,telephone,no
52,married,-98,no,unknown,no
55,married,4424,no,cellular,no
26,single,2610,yes,unknown,no
38,married,3234,no,cellular,yes
32,married,687,no,unknown,no
31,married,631,no,unknown,no
34,single,341,yes,cellular,no
33,single,316,no,cellular,no
35,married,2,no,telephone,no
44,married,415,no,telephone,no
48,divorced,507,no,cellular,no
29,married,912,no,cellular,no
50,married,0,no,cellular,no
37,married,37,no,cellular,no
44,single,2524,no,unknown,no
36,single,9019,no,unknown,no
49,divorced,39,no,cellular,no
31,married,0,no,unknown,no
49,divorced,265,no,unknown,no
35,single,0,no,cellular,yes
57,divorced,4012,no,cellular,no
42,married,1520,no,cellular,no
36,divorced,-140,no,unknown,no
75,divorced,852,no,cellular,no
38,single,578,no,unknown,no
40,married,0,no,unknown,no
38,single,2253,no,cellular,yes
34,single,1171,no,cellular,no
29,single,452,no,cellular,no
28,married,-97,no,cellular,no
79,married,4738,no,telephone,no
51,divorced,467,no,unknown,no
32,single,0,no,cellular,no
36,married,495,no,cellular,yes
38,married,157,yes,cellular,no
49,married,358,yes,unknown,no
42,married,292,no,cellular,no
43,married,7343,no,unknown,no
34,married,-563,no,unknown,no
59,single,351,no,unknown,yes
35,married,365,no,cellular,no
33,single,13494,no,unknown,no
34,single,846,no,cellular,no
64,married,1574,no,telephone,yes
34,married,-28,no,cellular,no
77,married,0,no,cellular,yes
57,married,2927,yes,telephone,no
30,married,501,yes,unknown,no
56,divorced,1238,no,unknown,yes
49,married,301,no,cellular,no
73,married,1388,no,cellular,no
39,single,102,no,cellular,no
57,divorced,13,no,cellular,no
32,married,413,no,cellular,no
32,single,4665,no,unknown,yes
45,married,638,no,cellular,no
32,married,101,no,unknown,no
31,married,1224,yes,cellular,yes
49,married,1103,no,cellular,no
29,married,3748,no,cellular,no
55,married,955,no,cellular,no
30,married,518,no,cellular,no
45,single,1893,no,unknown,yes
39,married,14,no,cellular,no
36,married,-423,yes,unknown,no
33,married,3696,no,cellular,no
36,married,2987,no,cellular,yes
31,single,433,no,cellular,no
36,married,756,no,cellular,no
38,single,0,no,cellular,no
33,married,2727,no,cellular,no
40,married,93,no,unknown,no
31,married,1766,yes,cellular,yes
39,married,124,no,cellular,no
33,married,69,yes,cellular,no
53,divorced,0,no,cellular,yes
38,married,0,no,cellular,no
59,married,259,no,cellular,yes
55,married,4103,no,cellular,no
38,single,744,no,cellular,no
48,married,116,no,telephone,no
53,married,70,no,unknown,no
44,divorced,432,no,cellular,no
57,married,1172,no,unknown,no
29,single,9,no,cellular,no
31,married,428,no,unknown,no
35,single,7546,no,cellular,no
31,married,620,no,cellular,no
35,married,8647,no,cellular,no
40,single,192,no,unknown,no
39,married,0,no,cellular,no
43,single,27733,no,unknown,no
44,married,276,yes,unknown,no
29,single,113,no,cellular,yes
40,married,782,no,unknown,no
33,married,82,no,cellular,no
46,married,1008,no,cellular,no
27,single,6421,no,telephone,no
26,single,443,no,cellular,no
41,married,351,no,cellular,no
34,married,5060,no,cellular,no
39,single,-41,yes,cellular,no
27,single,-124,no,cellular,no
31,married,79,yes,cellular,no
44,single,3945,no,cellular,no
55,married,197,yes,cellular,no
51,divorced,837,no,telephone,no
50,married,-94,yes,unknown,no
30,married,1743,no,cellular,no
46,married,57,no,unknown,yes
49,married,635,no,cellular,no
56,married,-113,yes,cellular,no
47,divorced,225,no,cellular,yes
30,married,124,no,telephone,no
36,single,475,no,cellular,no
40,married,-7,yes,telephone,no
37,single,375,no,unknown,no
42,divorced,936,no,cellular,yes
45,married,1415,no,cellular,no
34,single,0,no,cellular,no
27,single,3638,no,cellular,no
30,married,-99,no,cellular,no
32,married,167,yes,cellular,no
46,married,19,no,telephone,no
29,married,242,no,cellular,no
53,married,13,no,telephone,no
32,married,286,no,cellular,no
49,married,769,no,unknown,no
35,married,93,no,cellular,no
38,married,1663,no,cellular,no
39,married,238,yes,cellular,no
34,single,2178,no,cellular,no
42,married,792,yes,cellular,no
35,single,871,no,unknown,no
60,married,1025,no,cellular,no
57,divorced,63,no,unknown,no
31,single,16,no,cellular,no
29,single,417,no,cellular,no
41,married,3992,no,telephone,no
46,married,2749,no,cellular,no
33,married,133,no,cellular,yes
32,single,1721,no,unknown,no
54,divorced,2171,yes,telephone,yes
37,married,4760,no,cellular,no
32,single,2979,no,cellular,no
43,married,690,no,cellular,no
50,divorced,203,no,telephone,no
34,married,322,no,cellular,no
31,divorced,1210,no,cellular,no
43,married,634,no,cellular,no
49,married,273,no,cellular,no
22,single,47,no,cellular,no
35,married,1100,yes,cellular,no
56,married,0,no,telephone,no
53,married,0,no,telephone,no
54,married,1544,yes,cellular,no
32,single,6145,no,cellular,no
41,married,28,no,cellular,no
40,married,1012,no,cellular,no
33,married,245,yes,cellular,no
33,single,1998,no,cellular,no
34,married,3990,no,cellular,no
36,married,1328,no,unknown,no
34,married,412,yes,cellular,no
55,married,229,yes,unknown,no
28,single,1562,no,cellular,yes
29,single,3432,no,cellular,no
31,single,144,no,unknown,no
52,married,1339,no,cellular,no
54,married,386,yes,cellular,no
43,married,7727,no,unknown,no
55,married,204,no,cellular,no
28,divorced,101,no,unknown,no
45,divorced,728,yes,cellular,no
45,married,2418,no,unknown,no
51,married,2934,no,cellular,no
42,single,0,no,unknown,no
43,single,181,no,telephone,no
34,married,176,no,cellular,no
36,married,49,no,cellular,no
37,married,2023,no,cellular,no
50,married,372,no,telephone,no
42,divorced,7702,no,cellular,yes
34,single,464,no,cellular,no
48,married,117,no,cellular,no
47,married,104,yes,cellular,no
40,married,1041,no,unknown,no
37,married,539,no,cellular,no
38,married,0,no,unknown,no
29,single,406,no,cellular,no
46,married,2558,no,telephone,no
26,married,484,no,unknown,no
30,single,3516,no,unknown,no
42,married,5639,no,cellular,no
42,single,100,no,cellular,no
31,single,1306,no,unknown,no
37,single,815,no,cellular,no
26,married,245,no,unknown,no
54,married,191,no,cellular,no
70,married,2815,no,cellular,no
29,single,3672,yes,unknown,no
50,married,1572,no,cellular,no
60,divorced,385,no,cellular,no
32,single,29,no,cellular,no
32,married,84,yes,cellular,no
34,single,876,no,cellular,no
48,single,1499,no,cellular,no
25,married,0,no,cellular,no
32,married,6217,yes,cellular,no
32,married,329,no,cellular,no
47,divorced,162,no,unknown,no
32,married,14533,no,cellular,no
49,single,151,no,cellular,yes
53,married,-2,yes,cellular,no
41,single,4684,no,unknown,no
47,divorced,1149,yes,cellular,no
35,married,11,no,unknown,no
33,single,8004,no,cellular,no
49,married,1019,no,cellular,no
46,divorced,1297,no,cellular,yes
29,divorced,415,yes,unknown,no
58,married,671,no,unknown,no
40,single,2378,no,unknown,no
34,married,417,no,cellular,no
60,married,71,no,cellular,no
43,married,1188,no,cellular,no
50,married,8139,no,cellular,no
33,married,249,no,cellular,no
37,married,689,no,cellular,no
55,married,203,no,telephone,no
45,single,-183,yes,cellular,no
47,married,3451,yes,cellular,no
58,married,116,no,unknown,no
36,married,1746,no,cellular,no
55,married,0,no,unknown,no
31,married,897,no,unknown,no
38,married,821,yes,cellular,no
42,married,130,no,unknown,no
32,divorced,1,no,unknown,no
39,married,8,no,cellular,no
41,married,55,no,cellular,no
59,married,699,no,cellular,no
42,divorced,759,no,cellular,no
33,married,687,no,cellular,no
53,married,4968,no,cellular,no
43,married,1211,no,unknown,no
39,single,426,no,unknown,yes
27,single,376,yes,cellular,no
39,married,12,no,unknown,no
27,single,23,no,cellular,no
33,married,353,no,cellular,no
29,divorced,330,no,unknown,no
33,divorced,0,no,cellular,no
41,married,353,no,cellular,no
38,single,2273,no,cellular,no
30,married,0,no,cellular,no
58,married,744,no,telephone,no
37,single,608,no,cellular,no
36,divorced,356,no,cellular,no
45,married,1291,no,cellular,no
23,single,-306,no,unknown,no
53,married,306,no,cellular,yes
44,married,-312,no,unknown,no
32,single,493,no,cellular,no
32,married,71,no,cellular,no
38,married,669,yes,cellular,no
47,married,556,no,cellular,no
34,single,84,no,unknown,no
52,married,108,no,unknown,no
45,single,-11,no,cellular,no
50,married,1164,no,unknown,no
52,divorced,-191,no,unknown,yes
37,married,132,no,unknown,no
51,married,2237,no,unknown,no
32,married,4761,no,cellular,no
33,married,-346,yes,unknown,no
28,married,655,no,unknown,no
66,married,1048,no,cellular,no
31,single,0,no,unknown,no
35,married,624,no,unknown,no
47,single,1784,no,cellular,yes
36,single,1281,no,telephone,no
32,single,569,yes,cellular,no
34,married,1666,no,unknown,no
40,married,168,no,cellular,no
33,married,263,no,cellular,no
39,married,-405,no,cellular,no
38,married,279,no,unknown,no
32,single,0,no,cellular,yes
65,married,300,no,cellular,no
34,single,415,no,cellular,no
34,single,0,yes,cellular,no
42,single,1322,yes,cellular,no
31,married,1062,yes,cellular,no
47,married,302,no,unknown,no
44,divorced,809,no,unknown,no
38,married,-278,no,cellular,no
28,single,3238,no,unknown,no
46,single,751,no,unknown,no
51,divorced,-28,yes,unknown,no
42,divorced,0,no,unknown,no
37,single,2442,no,cellular,yes
58,married,1798,no,cellular,no
43,married,132,no,cellular,yes
36,single,260,no,cellular,no
34,married,7,yes,cellular,no
31,single,3283,no,cellular,yes
49,married,323,no,cellular,no
54,married,2960,no,cellular,no
29,single,486,no,telephone,no
51,divorced,343,no,unknown,no
40,divorced,507,no,cellular,no
35,single,5958,no,cellular,yes
25,single,304,no,cellular,yes
32,single,118,no,cellular,yes
30,married,123,yes,unknown,no
38,married,76,no,cellular,no
46,married,70,no,cellular,yes
43,married,960,yes,unknown,no
32,single,2185,no,cellular,no
29,single,309,no,cellular,no
56,married,2190,yes,cellular,no
57,married,0,no,unknown,no
38,married,3732,no,unknown,no
51,married,1550,no,unknown,no
35,single,62,yes,cellular,no
37,married,704,no,unknown,no
48,married,4415,no,cellular,yes
30,single,4,no,unknown,no
60,married,262,no,cellular,no
56,married,238,no,cellular,no
45,married,97,no,unknown,no
38,divorced,410,no,cellular,no
20,single,1191,no,cellular,no
59,married,-47,no,cellular,no
34,married,197,no,cellular,yes
36,married,6,no,unknown,no
53,single,2398,no,cellular,yes
51,married,630,no,cellular,no
58,married,235,no,cellular,no
48,married,1910,no,unknown,no
56,married,3172,no,cellular,no
51,married,872,no,cellular,no
35,married,407,no,cellular,no
40,single,100,no,cellular,yes
59,married,345,no,unknown,no
44,divorced,2058,yes,cellular,no
49,married,889,no,telephone,yes
35,married,0,no,cellular,no
41,married,51,no,cellular,no
55,married,150,no,cellular,no
51,married,34,yes,cellular,no
27,single,795,no,cellular,no
57,married,282,yes,cellular,no
51,single,2139,no,cellular,no
38,married,-469,no,unknown,no
49,married,197,no,cellular,yes
40,single,825,no,cellular,no
47,single,3232,no,telephone,no
48,divorced,1598,no,unknown,no
47,married,871,no,cellular,no
56,married,83,no,cellular,no
29,single,1445,no,cellular,yes
38,married,226,no,unknown,yes
32,married,-55,no,cellular,no
42,single,243,no,unknown,no
30,married,-336,no,cellular,no
26,single,3672,no,unknown,no
35,married,0,no,cellular,yes
35,married,251,yes,unknown,no
35,single,44,no,cellular,no
57,married,2887,no,cellular,yes
29,single,1992,no,cellular,no
32,single,2,no,unknown,no
45,married,1415,no,cellular,no
51,single,297,no,cellular,yes
31,single,1094,no,unknown,no
50,married,-84,no,unknown,no
38,single,-1,no,unknown,no
37,married,347,no,cellular,no
35,married,1253,no,unknown,no
37,married,4565,no,cellular,no
28,single,781,no,cellular,no
38,married,7124,no,unknown,no
43,married,17555,no,cellular,no
43,married,5172,no,unknown,no
56,married,15520,no,cellular,no
32,single,13711,no,cellular,no
58,divorced,1533,no,unknown,no
47,married,286,no,cellular,no
31,single,-219,no,unknown,no
38,married,0,no,unknown,no
50,married,810,no,unknown,no
32,married,300,no,cellular,no
37,single,1175,no,cellular,no
39,married,0,no,unknown,no
40,married,113,no,unknown,no
41,married,641,no,unknown,no
45,married,1477,no,cellular,no
31,married,0,no,unknown,no
54,married,8,no,cellular,no
39,divorced,399,yes,cellular,no
56,divorced,-435,yes,unknown,no
35,single,2830,no,unknown,no
34,married,15,no,cellular,no
31,single,125,no,cellular,no
38,married,45,no,cellular,no
41,married,13,no,unknown,no
44,married,0,no,unknown,no
49,married,579,no,unknown,no
30,single,432,no,unknown,no
31,single,1987,no,telephone,no
34,married,857,no,cellular,no
70,married,15834,no,cellular,no
45,married,3370,no,unknown,no
31,married,6290,no,cellular,no
57,married,808,no,cellular,no
40,married,4075,no,unknown,no
28,married,373,no,cellular,no
44,single,-101,no,cellular,no
49,divorced,3250,no,unknown,no
46,married,1375,no,cellular,no
34,married,180,no,cellular,no
58,married,175,no,cellular,no
52,married,381,yes,cellular,no
27,married,2171,no,cellular,no
48,married,340,no,cellular,no
33,divorced,10,yes,cellular,no
46,married,4958,no,cellular,no
51,married,21244,yes,cellular,no
31,married,156,no,cellular,yes
35,divorced,473,yes,unknown,no
37,single,781,no,cellular,no
60,married,0,no,telephone,no
40,married,1819,no,cellular,no
50,married,4374,no,cellular,no
34,married,456,yes,cellular,no
32,married,253,no,unknown,no
36,single,774,no,cellular,no
32,single,-59,yes,unknown,no
40,divorced,-81,yes,cellular,no
37,married,0,no,cellular,no
57,married,0,no,cellular,no
46,married,-3,no,cellular,no
31,single,2488,no,cellular,no
39,divorced,3,no,cellular,yes
35,married,839,no,unknown,no
32,married,103,no,cellular,no
44,divorced,316,no,cellular,no
41,single,1680,no,unknown,no
59,divorced,7179,no,cellular,no
39,married,247,no,cellular,no
54,married,8295,no,cellular,yes
27,single,261,yes,cellular,no
51,married,95,no,cellular,yes
33,single,291,no,cellular,no
38,married,2240,no,cellular,no
52,married,0,no,unknown,no
54,divorced,1295,no,cellular,no
33,married,324,no,cellular,no
50,married,669,no,unknown,no
39,single,4143,yes,unknown,no
34,single,2646,no,cellular,yes
41,single,618,no,cellular,no
48,divorced,541,no,cellular,no
38,married,434,no,unknown,no
34,married,622,no,unknown,no
32,married,0,no,cellular,no
48,married,99,no,unknown,no
28,single,290,no,cellular,no
47,married,1230,no,cellular,yes
32,single,45,yes,cellular,no
32,married,923,no,cellular,no
38,married,950,no,cellular,no
86,married,1503,no,telephone,no
47,married,65,no,cellular,no
42,married,-679,yes,cellular,no
44,married,773,yes,cellular,no
25,single,10788,no,cellular,no
34,divorced,991,no,cellular,no
